Title,Ingredients,Steps
Sop kambing,1/2 kg daging kambing--2 bh wortel uk sedang (potong)--2 btg daun bawang (potong)--2 btg daun seledri (biarkan utuh)--1/2 buah tomat (potong2)--Bumbu :--2 siung bawang putih (iris tipis)--4 siung bawang merah (iris tipis)--1/3 buah biji pala (geprek)--2 cm kayu manis (geprek)--2 buah kapulaga putih--1/2 sdt lada bubuk--Kaldu sapi bubuk (royco)--secukupnya Garam--Pelengkap :--Bawang goreng--Jeruk nipis--Sambal--,"Masukan daging kambing tanpa dicuci kedalam air yg sdh mendidih. Rebus sampai keluar buih--Angkat dan ganti air nya dgn air yang baru. Lanjutkan merebus hingga daging lunak.lalu angkat daging dan potong2 sesuai selera.lalu masukan lagi kedalam panci--Sambil menunggu daging lunak, tumis duo bawang hingga harum--Masukan tumisan bawang kedalam panci. Tambahkan biji pala, kapulaga, kayu manis, lada bubuk. Lalu beri kaldu bubuk dan garam--Masukan juga wortel, jika wortel sdh empuk,,,,masukan daun bawang seledri dan tomat--Koreksi rasa--Untuk sambalnya,,,,rebus cabai rawit lalu uleg.--Hidangkan sop kambing bersama pelengkap bawang goreng, perasan jeruk nipis dan sambal--Selamat mencoba 😊😊--"
Sup Kambing Akar Teratai,"1 batang akar teratai, iris--🐑 Rebus sampai empuk, buang airnya :--1 kg daging kambing, potong (sy bagian paha)--1.5 L air--2 sdm garam--1/2 telapak jahe, iris tipis--🍲 Kuah Sup :--1.5 L Air--8 bh cengkeh--5 siung garlic, geprek--3 bh bunga lawang--3 bh cardamom/kapulaga hijau--2 jempol jahe, iris--1 batang kayu manis--1 bh pala, geprek--1/2 sdt jinten--1.5-2 sdm garam--1/2 sdm kaldu bubuk--1/2 sdm merica bubuk--🍀 Pelengkap :--6 batang seledri, iris--1 bh lemon, iris (untuk kucuran, bikin kuah jadi seger)--","Masak semua bahan kuah hingga mendidih, tambahkan daging, masak hingga empuk, baru masukkan akar lotus, hingga matang.--Matikan api, masukkan seledri. hidangkan dengan perasan jeruk lemon. segaar.--Sup Kambing bumbu rempah & akar lotus siap di santap.--"
Steak Daging Kambing Crispy ala-ala,"Daging Kambing (difillet)--1 sdt merica bubuk--1 sdt bubuk bawang putih (bisa pakai 2 siung bawang putih, diulek)--4 sdm tepung serbaguna--2 sdm tepung tapioka--1 butir putih telur--Untuk Saus Lada Hitam :--1 sdm margarine--1/2 buah bawang bombay (dicincang)--2 sdm tepung terigu (cairkan dgn 1/4 gelas agar tdk menggumpal)--250 ml air matang--1 sdt lada hitam--1/2 bungkus Penyedap rasa--1 sdm kecap manis--1 sdm saus tiram--1 sdm saus tomat--Gula pasir sckpnya--Bahan pelengkap:--Jagung rebus, buncis rebus, wortel rebus--Brokoli rebus, kentang goreng--","Cuci bersih daging, rebus sampai empuk, masukkan 1 sdt garam. Setelah matang, tiriskan--Celupkan daging ke dlm putih telur yg sdh dicampur merica bubuk & bawang putih bubuk, celupkan ke tepung, lalu celupkan lagi ke dlm putih telur. Terakhir celupkan lagi ke tepung sambik di cubit2 supaya tepung crispy saat digoreng. Goreng ke minyak panas, tunggu hingga kecoklatan. Tiriskan.--Untuk sausnya: Panaskan margarin, masak bawang bombay hingga wangi. Masukkan tepung terigu aduk rata, masukkan air matang, lada hitam, saus tiram, saus tomat, kecap manis, penyedap rasa, gula secukupnya, aduk-aduk, angkat.--Steak daging kambing crispy siap disajikan dengan bahan pelengkap. 👌--"
Bacem Kambing Goreng,"1 L air (kurleb)--600 gr kambing, bagian iga atau paha sama enaknya--#blender :--1/2 bonggol garlic--1/2 bh bombay besar (ganti bawang merah gpp)--1 sachet/ 1 sdm  ketumbar bubuk--2 sdm daging asam (non biji)--#bumbu :--4 sdm kecap asin--3 lembar daun salam--2 sdm penuh gula pasir--1 bongkah gula jawa--1 sdm penuh garam--1/2 sdm merica bubuk--1/2 sdt kaldu bubuk--","Campur semua bahan blenderan & bumbu. masak hingga daging empuk dan kuah mengental. bila daging blm empuk tambahkan saja airnya.--Bacem kambing setelah empuk & matang. ditahap ini sdh bs dikonsumsi. kalau mau digoreng, dinginkan dl. makin di inep, makin meresap.--Goreng kambing hingga kecoklatan.--Angkat, sajikan.--NOTE : Saya sebelumnya merebus daging dengan irisan jahe plus garam, hingga buih & kotoran keluar, dan daging tdk terlalu bau. kurleb 20 menit sejak air mendidih. banyakin aja jahenya, gpp kok. nanti angkat dagingnya, buang kuah jahenya, ganti dengan air & bumbu halus tadi.--"
SOP Kambing Muda,500 g daging kambing muda--6 siung bawang putih--6 siung bawang merah--1 sdt merica--1/8 biji pala--1 ibu jari jahe digeprek--1 ibu jari lengkuas digeprek--2 lembar daun salam--2 lembar daun jeruk--1/2 sdt bubuk (1 jari kelingking) kayu manis--1 1/2 buah bintang (pekak)--5 butir cengkeh--3 butir kapulaga--2 butir kentang potong persegi--2 buah wortel ukuran sedang potong bulat--1 batang Daun bawang--1 batang Daun seledri--secukupnya Garam dan gula putih--,"Masukkan daging, daun salam, daun jeruk, jahe, lengkuas, buah bintang, cengkeh, kayu manis, kapulaga ke dalam panci presto. Tambahkan 2 liter air dan masak selama 25-30 menit sampai daging empuk.--Haluskan merica, pala dan garam. Masukkan dalam rebusan daging. Tambahkan gula secukupnya dan didihkan sebentar.--Masukkan kentang dan wortel dan didikan sekitar 5-10 menit sampai empuk.--Potong-potong tipis bawang merah dan goreng sampai coklat.--Potong-potong daun bawang dan seledri sesuai selera.--Masukkan daun bawang, seledri dan bawang goreng. Aduk sebentar sambil dicoba. Jika rasa sudah pas, angkat dan sajikan.--"
Tongseng Kambing Jogja (otentik warisan mertua),"250 gr Daging kambing, potong dadu--500 ml Air--1/2 butir Kelapa, parut--Secukupnya Minyak goreng--🍄 Bumbu halus 1 :--3 siung Bawang putih--3 butir Kemiri--1 sdt merica--1 sdt ketumbar--Secuil Pala--🍄 Bumbu Halus 2:--2 ruas Jari Kunyit--2 ruas jari Jahe--1 ruas jari Kencur--1 ruas jari Sunti (cuma ada di jogja, aq skip)--🍄 Bumbu Iris :--5 siung Bawang merah, iris tipis--15 buah Cabai rawit merah, iris tipis (sesuai selera pedasnya)--🍄 Bumbu Kering :--1 batang Kayu manis--1 batang Kulit Kayu Krangean--1 buah Cabe jawa--5 butir Cengkeh--3 butir Kapulaga--1 sdt jinten--🍄 Bumbu lain :--2 lembar Daun salam--2 lembar Daun jeruk--1 ruas Lengkuas, geprek--1 batang Serai, geprek--5 sdm Kecap manis--2 sdm Gula merah sisir--Secukupnya Garam & penyedap--🍄 Pelengkap sajian:--Secukupnya Kubis, cincang kasar--Secukupnya Mentimun, iris--Secukupnya Bawang merah, iris--Secukupnya Cabai rawit, iris--","Panaskan 1 sdm minyak, goreng bumbu kering sebentar hingga keluar aromanya, tiriskan lalu haluskan. Campurkan dengan kelapa parut.--Tuangkan air ke dalam kelapa, campur rata sambil diperas-peras, saring dengan kain. Sisihkan.--Panaskan 3 sdm minyak, tumis bumbu iris hingga layu & harum, lalu masukkan bumbu halus 1. Tumis hingga harum.--Masukkan daging kambing, aduk rata dengan bumbu, tutupi & biarkan hingga daging berubah warna & mengeluarkan air.--Tuangkan santan. Masukkan bumbu halus 2 & bumbu lain-lain. Aduk rata, ungkep hingga daging empuk & kuah menyusut sambil sesekali diaduk rata.--Koreksi rasa.--Sajikan bersama nasi hangat & pelengkap.--Catatan :--Ini gambar bumbu kering nya ya..--Kalo di jogja biasanya udah ada yang kemasan gini bumbu keringnya, jd ga repot beli bumbu satu satu..--Nih buat bunda2 yg mau lebih gampang lagi, bumbu kering & bumbu halus 2, bisa diganti dengan bumbu gule instan kemasan (bumbu yg basah), nanti ditumis bareng bumbu halus 1.--Masukkan garam nya terakhir aja sebelum koreksi rasa, karna biasanya dah ada rasa asin dari kecap / bumbu instan nya juga.--"
Sop tulang kambing,1 kg tulang kambing--3 lembar daun bawang--3 lembar daun seledri--2 siung bawang putih--1 siung bawang merah--1 sdm gula pasir--1 sdm garam--10 butir merica--,"Rebus tulang sampai lunak--Masukan bawang putih, bawang merah dan merica yang sudah di ulek--Masukan garam dan gula pasir--Masukan potongan daun bawang dan seldri--Siap hidangkan--"
Tumis kambing kecap,"1/4 Daging kambing (Sy masak buat 1 x makan aja)--iris Bawang putih--iris Bawang merah--iris Daun bawang--iris Cabe rawit--Daun jeruk--Asam--Micin, royko, garam, gula, ketumbar bubuk--Kecap--","Tumis bumbu yg di iris smua nya, masukan daging oseng2 sebentar lalu masukan kecap, ketumbar bubuk, micin, royko, garam tambah air sedikit, ungkep sampai air menyusut..--Selamat mencoba buntik----"
Kari Kambing,"500 gr daging kambing berlemak/iga kambing, potong sesuai selera--4 siung bawang merah, iris tipis--1 siung bawang putih, iris tipis--1 ruas jari lengkuas, geprek--1 rumpun daun kari--1 sdt asam jawa utuh--2 sdt bubuk kari--1 sdm cabe giling--2 buah pekak/bunga lawang--3 buah cengkeh--1 buah kayu manis--1 sdt kunyit bubuk--2 sdt gula merah sisir--Garam, penyedap (jika suka)--300 ml santan--500 ml air--","Tumis bawang merah, bawang putih, lengkuas, pekak/bunga lawang, cengkeh, kayu manis, daun kari, bubuk kunyit hingga harum dan kuning.--Lalu masukkan bubuk kari, cabe giling, asam jawa. Aduk sebentar kemudian masukkan daging kambing, masak hingga berubah warna.--Beri air 500 ml, tambahkan gula jawa, garam dan penyedap. Aduk sampai meresap lalu masukkan santan.--Kecilkan api sambil menunggu kuah kari mendidih, aduk sesekali, biarkan sampai kuah kari keluar minyak. Tes rasa. Jika kurang air bisa ditambah sesuai selera.--Sajikan dengan roti maryam libya super gampang 😁 resepnya bisa diliat di daftar resep saya.--Kali ini santan saya ganti dengan susu evaporated.. tetap maknyuuuss rasanya 👌😊--Susu evaporated--"
Nasi biryani paha kambing,Paha kambing 1 sisi--1 liter Beras basmati--2 bonggol Bawang bombay--8 butir Kapulaga--2 batang Sereh--Bumbu kuning--2 siung Jinten--,"Haluskan bumbu, lumurin paha kambing, terus wrap pake aluminium foil, panggang di oven 2 jam--Keluarin paha kambing--Bikin nasi biryani kayak bikin nasi goreng--Ratakan nasi di loyang + paha kambing diatasnya (sari dari paha kambing bakal turun ke nasi dibawahnya), terus masukin ke oven selama 10 menit--"
Kambing Goreng Empuk,"Segenggam Daging Kambing--Secukupnya Kecap Manis, Garam, Lada, Soda Kue--2 siung Bawang Merah--1/4 buah Bawang Bombay--1 buah Cabai Merah Besar--2 buah Cabai Rawit--🍳Bahan Halus--1 cm Kunyit/Kunir--1 sdt Ketumbar--3 siung Bawang Putih--","Iris tipis daging kambing.--Rebus daging kambing dengan segelas air dan sejumput Soda Kue ± 10 menit. Lalu tiriskan.--Haluskan bawang putih, kunir dan ketumbar. Iris tipis Cabai Merah Besar, Cabai Rawit, Bawang Merah, Bawang Bombay.--Tumis semua bumbu dengan minyak panas. Aduk hingga rata dan tercium bau harum.--Masukkan daging kambing, aduk rata. Tambahkan setengah gelas air.--Masukkan garam, lada, dan kecap manis secukupnya.--Aduk rata dan biarkan hingga airnya habis.--Siap disajikan dengan
nasi hangat ❤--"
Presto kambing bumbu kecap,1 kg daging kambing--3 butir kentang--Bumbu yang dihaluskan:--6 siung bawang merah--4 siung bawang putih--1 sdm lada--1 sdt ketumbar--3 butir kemiri--1/2 butir pala--1 sdt kunyit bubuk--1 sdt cabe bubuk--2 ruas jahe--Bumbu pelengkap:--secukupnya Garam--1 sdt kecap asin--2 sdm kecap manis--1 bks saus tiram--1 bks kaldu rasa sapi--2 ruas jahe digeprek--3 lbr daun salam--3 lembar daun jeruk--2 ruas lengkuas--3 butir kapulaga--1 buah kembang lawang--,"Rebus daging kambing yang sudah dibersihkan sebelumnya, kemudian potong sesuai selera (saya: dipotong dadu ukuran sedang); sisihkan air kaldunya--Tumis bumbu yang dihaluskan langsung di panci prestonya, tambahkan bumbu pelengkap. Kemudian masukkan potongan daging kambing dan aduk secara merata kemudian cek rasa. Jangan lupa masukkan potongan kentangnya. Tutup dan masak kurang lebih 20 menit.--Setelah matang sajikan dengan nasi tim panas - panas. Dijamin ada yang minta tambah lagi.--"
Gorengan kambing,Secukupnya perutan kambing--Secukupnya lada--Secukupnya asam jawa--Sedikit kecap manis--Sesikit mentega--Airbuntuk merebus--,"Rebus perutan kurang lebih 30menit,buang airnya.sisihkan--Taruh di wajan perutan yg sudah direbus,tambahkan air masukkan.lada halus,asam,garam.masak sampai air habis.setelah air menyusut kasih mentega aduk setelah itu kasih kecap.siap dinikmati--"
Tongseng Kambing Praktis,1/4 daging kambing--Bumbu gulai instan merk indofood--5-7 bawang merah iris--4-5 bawang putih iris--Secukupnya kecap manis--bungkus kecil Santan kara--Kol--Tomat--Daun bawang--Cabe rawit merah utuh--,"Masak daging hingga lunak ±1jam tiriskan, sisihkan kaldunya--Tumis bawang merah & bawang putihnya sampe kering baru tumis bumbu gulai instan--Masukkan daging aduk sebentar tambahkan air kaldunya beserta cabe rawit utuh agar ikut matang--Masukan kecap,icip rasa--Masukan santan--Kemudian masukkan kol,tomat & daun bawangnya--Tongseng kambing siap dihidangkan--"
Bledek kambing,1 paha depan kambing (kecil)--10 atau lebih bawang merah iris--3 bawang putih iris--2 cabe merah--2 cabe hijau--2 cabe rawit--(Cabe sesuai selera)--1 sereh--2 cm laos--1 daun salam--secukupnya Garam--1 santan kara 65ml--,"Potong2 daging lalu goreng sampai lumayan kering (masak kambing jangan dicuci ya)--Tumis bumbu lalu masukkan daging tambah air.--Setengah matang masukkan santan dan garam masak sampai empuk dan airnya nyemek2 (masi ada airnya sedikit) tes rasa,sajikan..--"
Krecek Kambing,"300 g daging kambing plus tulang, potong tipis2, cuci--Secukupnya garam,gula merah/gula pasir, penyedap(optional)--1 sdm asam jawa--1 buah serai, simpulkan--2 lembar daun salam--Minyak untuk menumis--750-1000 ml air--Bahan diiris:--3 siung bawang putih--3 buah bawang merah--1 cm jahe--1 cm lengkuas--1 buah cabe merah besar--","Tumis bawang merah dan bawang putih hingga harum. Tambahkan sisa bahan yang diiris, serai dan daun salam aduk rata hingga cabe merah sedikit layu. Masukkan daging kambing, aduk-aduk sampai berubah warna.--Ketika daging sudah berubah warna masukkan air, garam, gula, penyedap dan asam jawa, aduk rata. Tunggu hingga air menyusut dan daging sudah empuk. Koreksi rasa dan siap disajikan dengan nasi hangat😍😄--"
Lemak tulang kambing kuah santan,500 gr tulang kambing yang masih ada dagingnya dikit--250 gr lemak kambing--4 siung bawang merah--4 siung bawang putih--1 1/2 ruas kunyit--4 cabe merah--1/2 sdm ketumbar--4 butir kemiri--1 ruas kecil lengkuas geprek--2 batang sereh ambil putihnya iris--4 tangkai daun bawang--1 bks santan kara--4 sdm kecap manis--1/2 bks royco rasa sapi--Merica bubuk--Garam--Gula pasir--Minyak--Air--,"Rebus tulang kurang lebih 1/2 jam--Tumbuk halus bawang merah,bawang putih,kemiri,kunyit,ketumbar,cabe merah--Iris daun bawang, sereh dan lengkuas--Tumis bumbu halus, lengkuas dan sereh sampai harum--Masukkan tulang dan lemak kambing beri air secukupnya--Tambahkan santan, gula pasir,garam, merica bubuk,kecap manis,penyedap--Aduk-aduk agar santan tidak pecah, sebelum di angkat tambahkan daun bawang--"
Tongseng kambing tanpa santan,"1 kg daging kambing, iris--2 L air--1/2 bongkah kobis, rajang kasar--3 batang daun bawang, rajang kasar--3 buah tomat, iris menjadi 4 bagian per buah--3 batang sereh, geprek--3 cm laos, geprek--3 lembar daun jeruk, remas--2 lembar daun salam, remas--Secukupnya garam--Secukupnya gula pasir--2 sdm kecap manis--Bumbu halus:--6 siung bawang merah--4 siung bawang putih--3/4 sdm ketumbar--1 sdm merica--4 butir kemiri--1 cm jahe--1 cm kunyit--3 buah cabe merah keriting--5 cabe rawit--","Rebus daging dengan air sampai empuk--Tumis bumbu halus sereh, salam, laos, daun jeruk sampai layu dan harum, masukkan daging kambing dan air kaldu.
Tambahkan garam dan gula pasir secukupnya (jangan banyak-banyak dulu karena air akan disusutkan), tambahkan kecap manis.--"
Tengkleng kambing manis,500 gr Iga kambing--1 ruas sereh geprek--1 jari lengkuas geprek--3 lbr daun jeruk--Bumbu halus--5 siung bawang putih--7 siung bawang merah--3 buah cabe merah(resep asli gak pake)--1 buah bungapekak--1/4 sdt jintan--1/2 sdt lada bubuk--2 buah kapulaga--Secukupnya Gula garam kecap--,"Potong2 daging. Iganya dibelah mengikuti tulangnya. Daging kambing JANGAN DICUCI. Tapi rebus sebentar lalu buang airnya. Ini akan membersihkan semua kotoran yg ada di daging.--Rebus daging dengan lengkuas, sereh dan daun jeruk. Ini akan mengusir aroma prengus kambing. Rebus sampai empuk.Saya pakai presto 20 menit.--Tumis bumbu halus, resep asli gak pake cabe merah. Saya pakai cabe supaya warnanya agak merah dan agak pedas.--Masukkan daging beserta airnya kedalam tumisan. Masukkan garam gula.sampai setengah menyusut. Terakhir kecap. Masak sampai berkaramel. Tes rasa.--Beneran enak banget. Lebih enak dr aslinya. Krn saya tambahin cabe merah jd rasanya manis sedikit pedas. Trus ada cabe rawit utuhnya. Kalau mau pedas tinggal gigit cabenya😊--"
Sop iga kambing,"1 kg iga kambing--3 L air untuk merebus--Bumbu :--4 siung bawang putih, iris--6 siung bawang merah, iris--1/2 butir pala, geprek--4 butir cengkeh--1/2 sdt lada, haluskan--secukupnya Garam--1 buah tomat, potong2--4 buah wortel, kupas dan potong2--3 lembar kol, iris agak besar--secukupnya Penyedap--2 batang daun bawang--2 batang daun seledri--Bahan pelengkap :--secukupnya Bawang goreng--Acar mentimun/wortel--Sambal--","Didihkan air, masukkan iga kambing dan garam, rebus sampai empuk.--Tumis bawang putih dan bawang merah, angkat dan siramkan ke dalam rebusan iga.--Masukkan tomat, pala, cengkeh, lada, penyedap dan wortel, masak sampai kira2 wortel matang, terakhir masukkan kol, daun bawang dan seledri, cek rasa dan matikan api.--Hidangkan di mangkok panas2, taburi bawang goreng, dan sajikan dengan acar mentimun dan sambal. (kalo saya berhubung kehabisan mentimun dan wortel akhirnya bikin irisan rawit dan bawang merah yg diaduk dengan garam dan jeruk nipis).. hmmm segarnyaaa..--"
Rendang Sapi,1 kg daging sapi--4 butir kelapa untuk 2L santan kental--Bumbu dihaluskan :--200 gram Cabe merah--1/2 cm Jahe--2 sdm ketumbar sangrai--10 butir kapulaga--10 butir cengkeh--2 butir bunga lawang--1 buah biji pala--13 butir bawang merah--7 butir bawang putih--25 buah cabe rawit (jika suka pedas)--3 cm lengkuas dipipihkan--2 buah serai dipipihkan--3 lembar daun jeruk--3 lembar daun salam--2 lembar daun kunyit--1/2 sdm garam (tambahkan jika kurang asin)--1 sdt kaldu bubuk (optional)--,"Potong daging berlawanan dari seratnya--Peras santan dari 4 butir kelapa tua menjadi 2 liter--Haluskan bumbu--Tuang santan dan bumbu ke dalam wajan anti lengket, masak hingga mendidih--Kemudian masukkan daging, garam dan kaldu. Masak dengan api kecil sambil sesekali di aduk agar tidak gosong--Sampai tahap ini dinamakan kalio, teruskan memasak hingga daging mulai mengering dan kehitaman--Rendang siap dinikmati--"
Tongseng daging sapi pedas,"300 gr daging sapi (iris tipis panjang)--Bumbu halus :--7 siung bawang merah--4 siung bawang putih--2 cm jahe--1,5 cm kunyit--3 bh kemiri--5 cabe merah keriting--Bumbu pelengkap :--2 batang sereh--2 daun salam--2 daun jeruk--5 bh cabe rawit merah utuh--Toping--1 bh tomat besar (iris sedang)--Kol secukupnya menurut selera (iris sedang)--","Tumis bumbu halus dengan sedikit minyak, tumis sampai matang dan mengental. Lalu masukkan daging sapi yang telah dipotong2 tadi. Lalu masukkan bumbu pelengkap. Tumis daging dengan bumbu sampai daging sapi berubah warna dan agak mengeluarkan minyak.--Masukkan air secukupnya sekitar 1,5 liter biarkan mendidih sebentar lalu kecilkan api dan tutup panci. Tunggu sampai daging empuk..--Setelah daging empuk masukkan kol dan tomat, masak sebentar saja agar tekstur kol agak crunchy.. angkat lalu sajikan--"
